,fase,fase_end,fase_count,wind_dir,location,windfase,windfase_end,windfase_count,windduur,windduur_end,windduur_count,opzetduur,opzetduur_end,opzetduur_count
325,,,,180.0 - 202.5,hoekvanholland,-19.0,-18.0,2.0,,,,,,
326,,,,180.0 - 202.5,hoekvanholland,-23.0,-22.0,11.0,,,,,,
327,,,,180.0 - 202.5,hoekvanholland,-1.0,0.0,4.0,,,,,,
328,,,,180.0 - 202.5,hoekvanholland,3.0,4.0,6.0,,,,,,
329,,,,180.0 - 202.5,hoekvanholland,-11.0,-10.0,1.0,,,,,,
330,,,,180.0 - 202.5,hoekvanholland,-22.0,-21.0,2.0,,,,,,
331,,,,180.0 - 202.5,hoekvanholland,-2.0,-1.0,2.0,,,,,,
332,,,,180.0 - 202.5,hoekvanholland,-14.0,-13.0,1.0,,,,,,
333,,,,180.0 - 202.5,hoekvanholland,2.0,3.0,3.0,,,,,,
334,,,,180.0 - 202.5,hoekvanholland,-6.0,-5.0,1.0,,,,,,
335,,,,180.0 - 202.5,hoekvanholland,1.0,2.0,2.0,,,,,,
336,,,,180.0 - 202.5,hoekvanholland,-15.0,-14.0,2.0,,,,,,
337,,,,180.0 - 202.5,hoekvanholland,-10.0,-9.0,1.0,,,,,,
338,,,,180.0 - 202.5,hoekvanholland,-17.0,-16.0,1.0,,,,,,
339,,,,180.0 - 202.5,hoekvanholland,-5.0,-4.0,1.0,,,,,,
340,,,,180.0 - 202.5,hoekvanholland,-21.0,-20.0,2.0,,,,,,
341,,,,180.0 - 202.5,hoekvanholland,0.0,1.0,1.0,,,,,,
342,,,,180.0 - 202.5,hoekvanholland,-18.0,-17.0,2.0,,,,,,
343,,,,180.0 - 202.5,hoekvanholland,-8.0,-7.0,1.0,,,,,,
344,,,,180.0 - 202.5,hoekvanholland,-16.0,-15.0,2.0,,,,,,
345,,,,180.0 - 202.5,hoekvanholland,-13.0,-12.0,1.0,,,,,,
346,,,,180.0 - 202.5,hoekvanholland,,,,40.0,41.0,39.0,,,
347,,,,180.0 - 202.5,hoekvanholland,,,,22.0,23.0,35.0,,,
348,,,,180.0 - 202.5,hoekvanholland,,,,10.0,11.0,14.0,,,
349,,,,180.0 - 202.5,hoekvanholland,,,,13.0,14.0,18.0,,,
350,,,,180.0 - 202.5,hoekvanholland,,,,54.0,55.0,5.0,,,
351,,,,180.0 - 202.5,hoekvanholland,,,,16.0,17.0,20.0,,,
352,,,,180.0 - 202.5,hoekvanholland,,,,27.0,28.0,43.0,,,
353,,,,180.0 - 202.5,hoekvanholland,,,,34.0,35.0,26.0,,,
354,,,,180.0 - 202.5,hoekvanholland,,,,30.0,31.0,35.0,,,
355,,,,180.0 - 202.5,hoekvanholland,,,,35.0,36.0,42.0,,,
356,,,,180.0 - 202.5,hoekvanholland,,,,24.0,25.0,39.0,,,
357,,,,180.0 - 202.5,hoekvanholland,,,,32.0,33.0,48.0,,,
358,,,,180.0 - 202.5,hoekvanholland,,,,31.0,32.0,47.0,,,
359,,,,180.0 - 202.5,hoekvanholland,,,,28.0,29.0,36.0,,,
360,,,,180.0 - 202.5,hoekvanholland,,,,21.0,22.0,28.0,,,
361,,,,180.0 - 202.5,hoekvanholland,,,,46.0,47.0,14.0,,,
362,,,,180.0 - 202.5,hoekvanholland,,,,42.0,43.0,9.0,,,
363,,,,180.0 - 202.5,hoekvanholland,,,,29.0,30.0,31.0,,,
364,,,,180.0 - 202.5,hoekvanholland,,,,17.0,18.0,25.0,,,
365,,,,180.0 - 202.5,hoekvanholland,,,,38.0,39.0,25.0,,,
366,,,,180.0 - 202.5,hoekvanholland,,,,41.0,42.0,26.0,,,
367,,,,180.0 - 202.5,hoekvanholland,,,,23.0,24.0,35.0,,,
368,,,,180.0 - 202.5,hoekvanholland,,,,39.0,40.0,22.0,,,
369,,,,180.0 - 202.5,hoekvanholland,,,,33.0,34.0,31.0,,,
370,,,,180.0 - 202.5,hoekvanholland,,,,25.0,26.0,38.0,,,
371,,,,180.0 - 202.5,hoekvanholland,,,,18.0,19.0,26.0,,,
372,,,,180.0 - 202.5,hoekvanholland,,,,20.0,21.0,31.0,,,
373,,,,180.0 - 202.5,hoekvanholland,,,,36.0,37.0,31.0,,,
374,,,,180.0 - 202.5,hoekvanholland,,,,37.0,38.0,23.0,,,
375,,,,180.0 - 202.5,hoekvanholland,,,,45.0,46.0,17.0,,,
376,,,,180.0 - 202.5,hoekvanholland,,,,15.0,16.0,18.0,,,
377,,,,180.0 - 202.5,hoekvanholland,,,,43.0,44.0,17.0,,,
378,,,,180.0 - 202.5,hoekvanholland,,,,48.0,49.0,10.0,,,
379,,,,180.0 - 202.5,hoekvanholland,,,,47.0,48.0,11.0,,,
380,,,,180.0 - 202.5,hoekvanholland,,,,26.0,27.0,36.0,,,
381,,,,180.0 - 202.5,hoekvanholland,,,,44.0,45.0,19.0,,,
382,,,,180.0 - 202.5,hoekvanholland,,,,9.0,10.0,9.0,,,
383,,,,180.0 - 202.5,hoekvanholland,,,,49.0,50.0,11.0,,,
384,,,,180.0 - 202.5,hoekvanholland,,,,14.0,15.0,15.0,,,
385,,,,180.0 - 202.5,hoekvanholland,,,,56.0,57.0,2.0,,,
386,,,,180.0 - 202.5,hoekvanholland,,,,11.0,12.0,23.0,,,
387,,,,180.0 - 202.5,hoekvanholland,,,,19.0,20.0,20.0,,,
388,,,,180.0 - 202.5,hoekvanholland,,,,50.0,51.0,8.0,,,
389,,,,180.0 - 202.5,hoekvanholland,,,,12.0,13.0,11.0,,,
390,,,,180.0 - 202.5,hoekvanholland,,,,51.0,52.0,5.0,,,
391,,,,180.0 - 202.5,hoekvanholland,,,,8.0,9.0,4.0,,,
392,,,,180.0 - 202.5,hoekvanholland,,,,57.0,58.0,4.0,,,
393,,,,180.0 - 202.5,hoekvanholland,,,,53.0,54.0,4.0,,,
394,,,,180.0 - 202.5,hoekvanholland,,,,52.0,53.0,4.0,,,
395,,,,180.0 - 202.5,hoekvanholland,,,,58.0,59.0,4.0,,,
396,,,,180.0 - 202.5,hoekvanholland,,,,59.0,60.0,1.0,,,
397,,,,180.0 - 202.5,hoekvanholland,,,,55.0,56.0,2.0,,,
398,,,,180.0 - 202.5,hoekvanholland,,,,,,,6.0,7.0,53.0
399,,,,180.0 - 202.5,hoekvanholland,,,,,,,5.0,6.0,62.0
400,,,,180.0 - 202.5,hoekvanholland,,,,,,,17.0,18.0,5.0
401,,,,180.0 - 202.5,hoekvanholland,,,,,,,1.0,2.0,144.0
402,,,,180.0 - 202.5,hoekvanholland,,,,,,,0.0,1.0,9.0
403,,,,180.0 - 202.5,hoekvanholland,,,,,,,4.0,5.0,68.0
404,,,,180.0 - 202.5,hoekvanholland,,,,,,,2.0,3.0,92.0
405,,,,180.0 - 202.5,hoekvanholland,,,,,,,3.0,4.0,68.0
406,,,,180.0 - 202.5,hoekvanholland,,,,,,,10.0,11.0,16.0
407,,,,180.0 - 202.5,hoekvanholland,,,,,,,7.0,8.0,45.0
408,,,,180.0 - 202.5,hoekvanholland,,,,,,,22.0,23.0,3.0
409,,,,180.0 - 202.5,hoekvanholland,,,,,,,8.0,9.0,30.0
410,,,,180.0 - 202.5,hoekvanholland,,,,,,,18.0,19.0,2.0
411,,,,180.0 - 202.5,hoekvanholland,,,,,,,15.0,16.0,7.0
412,,,,180.0 - 202.5,hoekvanholland,,,,,,,13.0,14.0,10.0
413,,,,180.0 - 202.5,hoekvanholland,,,,,,,14.0,15.0,7.0
414,,,,180.0 - 202.5,hoekvanholland,,,,,,,26.0,27.0,1.0
415,,,,180.0 - 202.5,hoekvanholland,,,,,,,12.0,13.0,13.0
416,,,,180.0 - 202.5,hoekvanholland,,,,,,,32.0,33.0,2.0
417,,,,180.0 - 202.5,hoekvanholland,,,,,,,9.0,10.0,16.0
418,,,,180.0 - 202.5,hoekvanholland,,,,,,,25.0,26.0,1.0
419,,,,180.0 - 202.5,hoekvanholland,,,,,,,31.0,32.0,1.0
420,,,,180.0 - 202.5,hoekvanholland,,,,,,,29.0,30.0,2.0
421,,,,180.0 - 202.5,hoekvanholland,,,,,,,30.0,31.0,1.0
422,,,,180.0 - 202.5,hoekvanholland,,,,,,,16.0,17.0,2.0
423,,,,180.0 - 202.5,hoekvanholland,,,,,,,24.0,25.0,1.0
424,,,,180.0 - 202.5,hoekvanholland,,,,,,,20.0,21.0,3.0
425,,,,180.0 - 202.5,hoekvanholland,,,,,,,11.0,12.0,9.0
426,,,,180.0 - 202.5,hoekvanholland,,,,,,,19.0,20.0,1.0
427,,,,180.0 - 202.5,hoekvanholland,,,,,,,28.0,29.0,1.0
428,,,,180.0 - 202.5,hoekvanholland,,,,,,,34.0,35.0,1.0
429,1.6000000000000005,1.8000000000000005,232.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
430,1.0,1.2,614.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
431,1.2000000000000002,1.4000000000000001,520.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
432,1.8000000000000007,2.000000000000001,170.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
433,3.0,3.2,14.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
434,-3.1999999999999997,-2.9999999999999996,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
435,1.4000000000000004,1.6000000000000003,341.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
436,-5.2,-5.0,78.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
437,2.0,2.2,156.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
438,2.4000000000000004,2.6000000000000005,20.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
439,2.200000000000001,2.4000000000000012,49.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
440,-5.6,-5.3999999999999995,65.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
441,-1.0,-0.8,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
442,-5.4,-5.2,90.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
443,-6.0,-5.8,16.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
444,-4.6,-4.3999999999999995,12.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
445,-5.0,-4.8,70.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
446,-5.8,-5.6,28.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
447,2.8000000000000007,3.000000000000001,15.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
448,-4.8,-4.6,15.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
449,3.6000000000000014,3.8000000000000016,3.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
450,-4.4,-4.2,14.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
451,2.5999999999999996,2.8,13.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
452,0.8000000000000007,1.0000000000000007,11.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
453,-3.0,-2.8,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
454,5.800000000000001,6.000000000000001,4.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
455,-4.0,-3.8,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
456,5.0,5.2,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
457,-4.2,-4.0,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
458,4.0,4.2,2.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
459,3.200000000000001,3.4000000000000012,4.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
460,-3.4,-3.1999999999999997,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
461,3.8000000000000007,4.000000000000001,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
462,5.4,5.6000000000000005,1.0,202.5 - 225.0,hoekvanholland,,,,,,,,,
463,,,,202.5 - 225.0,hoekvanholland,9.0,10.0,132.0,,,,,,
464,,,,202.5 - 225.0,hoekvanholland,14.0,15.0,145.0,,,,,,
465,,,,202.5 - 225.0,hoekvanholland,21.0,22.0,72.0,,,,,,
466,,,,202.5 - 225.0,hoekvanholland,15.0,16.0,132.0,,,,,,
467,,,,202.5 - 225.0,hoekvanholland,16.0,17.0,115.0,,,,,,
468,,,,202.5 - 225.0,hoekvanholland,8.0,9.0,122.0,,,,,,
469,,,,202.5 - 225.0,hoekvanholland,7.0,8.0,117.0,,,,,,
470,,,,202.5 - 225.0,hoekvanholland,13.0,14.0,143.0,,,,,,
471,,,,202.5 - 225.0,hoekvanholland,11.0,12.0,164.0,,,,,,
472,,,,202.5 - 225.0,hoekvanholland,19.0,20.0,104.0,,,,,,
473,,,,202.5 - 225.0,hoekvanholland,18.0,19.0,83.0,,,,,,
474,,,,202.5 - 225.0,hoekvanholland,5.0,6.0,74.0,,,,,,
475,,,,202.5 - 225.0,hoekvanholland,12.0,13.0,139.0,,,,,,
476,,,,202.5 - 225.0,hoekvanholland,-22.0,-21.0,9.0,,,,,,
477,,,,202.5 - 225.0,hoekvanholland,10.0,11.0,156.0,,,,,,
478,,,,202.5 - 225.0,hoekvanholland,6.0,7.0,118.0,,,,,,
479,,,,202.5 - 225.0,hoekvanholland,4.0,5.0,86.0,,,,,,
480,,,,202.5 - 225.0,hoekvanholland,-14.0,-13.0,4.0,,,,,,
481,,,,202.5 - 225.0,hoekvanholland,2.0,3.0,73.0,,,,,,
482,,,,202.5 - 225.0,hoekvanholland,23.0,24.0,103.0,,,,,,
483,,,,202.5 - 225.0,hoekvanholland,1.0,2.0,52.0,,,,,,
484,,,,202.5 - 225.0,hoekvanholland,22.0,23.0,55.0,,,,,,
485,,,,202.5 - 225.0,hoekvanholland,-9.0,-8.0,6.0,,,,,,
486,,,,202.5 - 225.0,hoekvanholland,3.0,4.0,91.0,,,,,,
487,,,,202.5 - 225.0,hoekvanholland,-16.0,-15.0,2.0,,,,,,
488,,,,202.5 - 225.0,hoekvanholland,-2.0,-1.0,12.0,,,,,,
489,,,,202.5 - 225.0,hoekvanholland,20.0,21.0,67.0,,,,,,
490,,,,202.5 - 225.0,hoekvanholland,17.0,18.0,70.0,,,,,,
491,,,,202.5 - 225.0,hoekvanholland,0.0,1.0,39.0,,,,,,
492,,,,202.5 - 225.0,hoekvanholland,-24.0,-23.0,16.0,,,,,,
493,,,,202.5 - 225.0,hoekvanholland,-1.0,0.0,25.0,,,,,,
494,,,,202.5 - 225.0,hoekvanholland,-21.0,-20.0,8.0,,,,,,
495,,,,202.5 - 225.0,hoekvanholland,-23.0,-22.0,12.0,,,,,,
496,,,,202.5 - 225.0,hoekvanholland,-13.0,-12.0,4.0,,,,,,
497,,,,202.5 - 225.0,hoekvanholland,-6.0,-5.0,5.0,,,,,,
498,,,,202.5 - 225.0,hoekvanholland,-12.0,-11.0,8.0,,,,,,
499,,,,202.5 - 225.0,hoekvanholland,-4.0,-3.0,8.0,,,,,,
500,,,,202.5 - 225.0,hoekvanholland,-15.0,-14.0,5.0,,,,,,
501,,,,202.5 - 225.0,hoekvanholland,-11.0,-10.0,6.0,,,,,,
502,,,,202.5 - 225.0,hoekvanholland,-5.0,-4.0,4.0,,,,,,
503,,,,202.5 - 225.0,hoekvanholland,-8.0,-7.0,6.0,,,,,,
504,,,,202.5 - 225.0,hoekvanholland,-19.0,-18.0,4.0,,,,,,
505,,,,202.5 - 225.0,hoekvanholland,-18.0,-17.0,6.0,,,,,,
506,,,,202.5 - 225.0,hoekvanholland,-17.0,-16.0,4.0,,,,,,
507,,,,202.5 - 225.0,hoekvanholland,-3.0,-2.0,4.0,,,,,,
508,,,,202.5 - 225.0,hoekvanholland,-20.0,-19.0,8.0,,,,,,
509,,,,202.5 - 225.0,hoekvanholland,-7.0,-6.0,5.0,,,,,,
510,,,,202.5 - 225.0,hoekvanholland,-10.0,-9.0,6.0,,,,,,
511,,,,202.5 - 225.0,hoekvanholland,,,,35.0,36.0,75.0,,,
512,,,,202.5 - 225.0,hoekvanholland,,,,15.0,16.0,56.0,,,
513,,,,202.5 - 225.0,hoekvanholland,,,,18.0,19.0,66.0,,,
514,,,,202.5 - 225.0,hoekvanholland,,,,21.0,22.0,71.0,,,
515,,,,202.5 - 225.0,hoekvanholland,,,,10.0,11.0,32.0,,,
516,,,,202.5 - 225.0,hoekvanholland,,,,17.0,18.0,76.0,,,
517,,,,202.5 - 225.0,hoekvanholland,,,,26.0,27.0,79.0,,,
518,,,,202.5 - 225.0,hoekvanholland,,,,23.0,24.0,64.0,,,
519,,,,202.5 - 225.0,hoekvanholland,,,,33.0,34.0,90.0,,,
520,,,,202.5 - 225.0,hoekvanholland,,,,28.0,29.0,66.0,,,
521,,,,202.5 - 225.0,hoekvanholland,,,,30.0,31.0,77.0,,,
522,,,,202.5 - 225.0,hoekvanholland,,,,29.0,30.0,91.0,,,
523,,,,202.5 - 225.0,hoekvanholland,,,,25.0,26.0,85.0,,,
524,,,,202.5 - 225.0,hoekvanholland,,,,45.0,46.0,38.0,,,
525,,,,202.5 - 225.0,hoekvanholland,,,,16.0,17.0,63.0,,,
526,,,,202.5 - 225.0,hoekvanholland,,,,31.0,32.0,95.0,,,
527,,,,202.5 - 225.0,hoekvanholland,,,,24.0,25.0,68.0,,,
528,,,,202.5 - 225.0,hoekvanholland,,,,40.0,41.0,50.0,,,
529,,,,202.5 - 225.0,hoekvanholland,,,,47.0,48.0,41.0,,,
530,,,,202.5 - 225.0,hoekvanholland,,,,19.0,20.0,54.0,,,
531,,,,202.5 - 225.0,hoekvanholland,,,,22.0,23.0,71.0,,,
532,,,,202.5 - 225.0,hoekvanholland,,,,52.0,53.0,12.0,,,
533,,,,202.5 - 225.0,hoekvanholland,,,,14.0,15.0,53.0,,,
534,,,,202.5 - 225.0,hoekvanholland,,,,12.0,13.0,30.0,,,
535,,,,202.5 - 225.0,hoekvanholland,,,,36.0,37.0,74.0,,,
536,,,,202.5 - 225.0,hoekvanholland,,,,32.0,33.0,72.0,,,
537,,,,202.5 - 225.0,hoekvanholland,,,,46.0,47.0,32.0,,,
538,,,,202.5 - 225.0,hoekvanholland,,,,39.0,40.0,60.0,,,
539,,,,202.5 - 225.0,hoekvanholland,,,,34.0,35.0,77.0,,,
540,,,,202.5 - 225.0,hoekvanholland,,,,37.0,38.0,76.0,,,
541,,,,202.5 - 225.0,hoekvanholland,,,,42.0,43.0,53.0,,,
542,,,,202.5 - 225.0,hoekvanholland,,,,38.0,39.0,54.0,,,
543,,,,202.5 - 225.0,hoekvanholland,,,,48.0,49.0,40.0,,,
544,,,,202.5 - 225.0,hoekvanholland,,,,50.0,51.0,24.0,,,
545,,,,202.5 - 225.0,hoekvanholland,,,,20.0,21.0,82.0,,,
546,,,,202.5 - 225.0,hoekvanholland,,,,11.0,12.0,39.0,,,
547,,,,202.5 - 225.0,hoekvanholland,,,,51.0,52.0,21.0,,,
548,,,,202.5 - 225.0,hoekvanholland,,,,49.0,50.0,26.0,,,
549,,,,202.5 - 225.0,hoekvanholland,,,,27.0,28.0,85.0,,,
550,,,,202.5 - 225.0,hoekvanholland,,,,54.0,55.0,18.0,,,
551,,,,202.5 - 225.0,hoekvanholland,,,,44.0,45.0,35.0,,,
552,,,,202.5 - 225.0,hoekvanholland,,,,41.0,42.0,52.0,,,
553,,,,202.5 - 225.0,hoekvanholland,,,,8.0,9.0,19.0,,,
554,,,,202.5 - 225.0,hoekvanholland,,,,53.0,54.0,15.0,,,
555,,,,202.5 - 225.0,hoekvanholland,,,,13.0,14.0,36.0,,,
556,,,,202.5 - 225.0,hoekvanholland,,,,58.0,59.0,5.0,,,
557,,,,202.5 - 225.0,hoekvanholland,,,,43.0,44.0,41.0,,,
558,,,,202.5 - 225.0,hoekvanholland,,,,55.0,56.0,12.0,,,
559,,,,202.5 - 225.0,hoekvanholland,,,,9.0,10.0,26.0,,,
560,,,,202.5 - 225.0,hoekvanholland,,,,56.0,57.0,6.0,,,
561,,,,202.5 - 225.0,hoekvanholland,,,,7.0,8.0,4.0,,,
562,,,,202.5 - 225.0,hoekvanholland,,,,6.0,7.0,1.0,,,
563,,,,202.5 - 225.0,hoekvanholland,,,,59.0,60.0,7.0,,,
564,,,,202.5 - 225.0,hoekvanholland,,,,57.0,58.0,4.0,,,
565,,,,202.5 - 225.0,hoekvanholland,,,,5.0,6.0,1.0,,,
566,,,,202.5 - 225.0,hoekvanholland,,,,,,,5.0,6.0,239.0
567,,,,202.5 - 225.0,hoekvanholland,,,,,,,3.0,4.0,318.0
568,,,,202.5 - 225.0,hoekvanholland,,,,,,,1.0,2.0,477.0
569,,,,202.5 - 225.0,hoekvanholland,,,,,,,2.0,3.0,402.0
570,,,,202.5 - 225.0,hoekvanholland,,,,,,,4.0,5.0,289.0
571,,,,202.5 - 225.0,hoekvanholland,,,,,,,8.0,9.0,122.0
572,,,,202.5 - 225.0,hoekvanholland,,,,,,,15.0,16.0,20.0
573,,,,202.5 - 225.0,hoekvanholland,,,,,,,7.0,8.0,148.0
574,,,,202.5 - 225.0,hoekvanholland,,,,,,,10.0,11.0,72.0
575,,,,202.5 - 225.0,hoekvanholland,,,,,,,16.0,17.0,14.0
576,,,,202.5 - 225.0,hoekvanholland,,,,,,,6.0,7.0,173.0
577,,,,202.5 - 225.0,hoekvanholland,,,,,,,9.0,10.0,92.0
578,,,,202.5 - 225.0,hoekvanholland,,,,,,,13.0,14.0,34.0
579,,,,202.5 - 225.0,hoekvanholland,,,,,,,0.0,1.0,20.0
580,,,,202.5 - 225.0,hoekvanholland,,,,,,,11.0,12.0,58.0
581,,,,202.5 - 225.0,hoekvanholland,,,,,,,12.0,13.0,41.0
582,,,,202.5 - 225.0,hoekvanholland,,,,,,,28.0,29.0,5.0
583,,,,202.5 - 225.0,hoekvanholland,,,,,,,19.0,20.0,7.0
584,,,,202.5 - 225.0,hoekvanholland,,,,,,,14.0,15.0,31.0
585,,,,202.5 - 225.0,hoekvanholland,,,,,,,24.0,25.0,4.0
586,,,,202.5 - 225.0,hoekvanholland,,,,,,,18.0,19.0,11.0
587,,,,202.5 - 225.0,hoekvanholland,,,,,,,26.0,27.0,5.0
588,,,,202.5 - 225.0,hoekvanholland,,,,,,,20.0,21.0,6.0
589,,,,202.5 - 225.0,hoekvanholland,,,,,,,17.0,18.0,12.0
590,,,,202.5 - 225.0,hoekvanholland,,,,,,,25.0,26.0,6.0
591,,,,202.5 - 225.0,hoekvanholland,,,,,,,23.0,24.0,4.0
592,,,,202.5 - 225.0,hoekvanholland,,,,,,,22.0,23.0,4.0
593,,,,202.5 - 225.0,hoekvanholland,,,,,,,27.0,28.0,3.0
594,,,,202.5 - 225.0,hoekvanholland,,,,,,,29.0,30.0,1.0
595,,,,202.5 - 225.0,hoekvanholland,,,,,,,21.0,22.0,5.0
596,,,,202.5 - 225.0,hoekvanholland,,,,,,,30.0,31.0,1.0
597,,,,202.5 - 225.0,hoekvanholland,,,,,,,31.0,32.0,1.0
598,,,,202.5 - 225.0,hoekvanholland,,,,,,,32.0,33.0,1.0
599,,,,202.5 - 225.0,hoekvanholland,,,,,,,34.0,35.0,1.0
600,,,,202.5 - 225.0,hoekvanholland,,,,,,,35.0,36.0,2.0
601,1.8000000000000007,2.000000000000001,306.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
602,-5.0,-4.8,153.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
603,1.6000000000000005,1.8000000000000005,450.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
604,2.0,2.2,292.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
605,1.4000000000000004,1.6000000000000003,729.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
606,1.2000000000000002,1.4000000000000001,976.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
607,2.4000000000000004,2.6000000000000005,37.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
608,1.0,1.2,1315.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
609,-5.4,-5.2,228.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
610,-5.2,-5.0,169.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
611,-6.0,-5.8,59.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
612,-5.6,-5.3999999999999995,190.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
613,-3.0,-2.8,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
614,4.0,4.2,2.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
615,2.5999999999999996,2.8,37.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
616,3.200000000000001,3.4000000000000012,6.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
617,-4.2,-4.0,9.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
618,-4.8,-4.6,29.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
619,2.200000000000001,2.4000000000000012,75.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
620,5.800000000000001,6.000000000000001,18.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
621,-4.4,-4.2,19.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
622,-4.6,-4.3999999999999995,17.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
623,-5.8,-5.6,90.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
624,3.4000000000000004,3.6000000000000005,4.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
625,-3.5999999999999996,-3.3999999999999995,2.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
626,3.0,3.2,29.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
627,0.8000000000000007,1.0000000000000007,22.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
628,5.4,5.6000000000000005,5.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
629,-4.0,-3.8,18.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
630,2.8000000000000007,3.000000000000001,20.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
631,3.6000000000000014,3.8000000000000016,2.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
632,3.8000000000000007,4.000000000000001,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
633,-1.1999999999999993,-0.9999999999999993,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
634,-3.8,-3.5999999999999996,4.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
635,5.600000000000001,5.800000000000002,4.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
636,-3.4,-3.1999999999999997,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
637,-1.0,-0.8,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
638,-0.7999999999999998,-0.5999999999999999,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
639,-3.1999999999999997,-2.9999999999999996,1.0,225.0 - 247.5,hoekvanholland,,,,,,,,,
640,,,,225.0 - 247.5,hoekvanholland,21.0,22.0,53.0,,,,,,
641,,,,225.0 - 247.5,hoekvanholland,-9.0,-8.0,14.0,,,,,,
642,,,,225.0 - 247.5,hoekvanholland,8.0,9.0,298.0,,,,,,
643,,,,225.0 - 247.5,hoekvanholland,11.0,12.0,289.0,,,,,,
644,,,,225.0 - 247.5,hoekvanholland,10.0,11.0,293.0,,,,,,
645,,,,225.0 - 247.5,hoekvanholland,9.0,10.0,315.0,,,,,,
646,,,,225.0 - 247.5,hoekvanholland,-1.0,0.0,119.0,,,,,,
647,,,,225.0 - 247.5,hoekvanholland,4.0,5.0,279.0,,,,,,
648,,,,225.0 - 247.5,hoekvanholland,2.0,3.0,285.0,,,,,,
649,,,,225.0 - 247.5,hoekvanholland,0.0,1.0,212.0,,,,,,
650,,,,225.0 - 247.5,hoekvanholland,12.0,13.0,274.0,,,,,,
651,,,,225.0 - 247.5,hoekvanholland,6.0,7.0,278.0,,,,,,
