,fase,fase_end,fase_count,wind_dir,location,windfase,windfase_end,windfase_count,windduur,windduur_end,windduur_count,opzetduur,opzetduur_end,opzetduur_count
2811,,,,270.0 - 292.5,delfzijl,,,,,,,29.0,30.0,2.0
2812,,,,270.0 - 292.5,delfzijl,,,,,,,27.0,28.0,2.0
2813,,,,270.0 - 292.5,delfzijl,,,,,,,23.0,24.0,13.0
2814,,,,270.0 - 292.5,delfzijl,,,,,,,28.0,29.0,2.0
2815,,,,270.0 - 292.5,delfzijl,,,,,,,32.0,33.0,1.0
2816,,,,270.0 - 292.5,delfzijl,,,,,,,25.0,26.0,4.0
2817,,,,270.0 - 292.5,delfzijl,,,,,,,1.0,2.0,3.0
2818,,,,270.0 - 292.5,delfzijl,,,,,,,37.0,38.0,1.0
2819,,,,270.0 - 292.5,delfzijl,,,,,,,31.0,32.0,3.0
2820,,,,270.0 - 292.5,delfzijl,,,,,,,34.0,35.0,1.0
2821,2.8000000000000007,3.000000000000001,206.0,292.5 - 315.0,delfzijl,,,,,,,,,
2822,4.0,4.2,240.0,292.5 - 315.0,delfzijl,,,,,,,,,
2823,2.5999999999999996,2.8,154.0,292.5 - 315.0,delfzijl,,,,,,,,,
2824,3.8000000000000007,4.000000000000001,270.0,292.5 - 315.0,delfzijl,,,,,,,,,
2825,2.4000000000000004,2.6000000000000005,114.0,292.5 - 315.0,delfzijl,,,,,,,,,
2826,3.6000000000000014,3.8000000000000016,351.0,292.5 - 315.0,delfzijl,,,,,,,,,
2827,3.4000000000000004,3.6000000000000005,388.0,292.5 - 315.0,delfzijl,,,,,,,,,
2828,5.4,5.6000000000000005,19.0,292.5 - 315.0,delfzijl,,,,,,,,,
2829,3.0,3.2,688.0,292.5 - 315.0,delfzijl,,,,,,,,,
2830,1.2000000000000002,1.4000000000000001,51.0,292.5 - 315.0,delfzijl,,,,,,,,,
2831,1.6000000000000005,1.8000000000000005,255.0,292.5 - 315.0,delfzijl,,,,,,,,,
2832,3.200000000000001,3.4000000000000012,426.0,292.5 - 315.0,delfzijl,,,,,,,,,
2833,1.8000000000000007,2.000000000000001,375.0,292.5 - 315.0,delfzijl,,,,,,,,,
2834,2.0,2.2,507.0,292.5 - 315.0,delfzijl,,,,,,,,,
2835,2.200000000000001,2.4000000000000012,123.0,292.5 - 315.0,delfzijl,,,,,,,,,
2836,4.200000000000001,4.400000000000001,55.0,292.5 - 315.0,delfzijl,,,,,,,,,
2837,5.0,5.2,218.0,292.5 - 315.0,delfzijl,,,,,,,,,
2838,1.4000000000000004,1.6000000000000003,142.0,292.5 - 315.0,delfzijl,,,,,,,,,
2839,5.200000000000001,5.400000000000001,49.0,292.5 - 315.0,delfzijl,,,,,,,,,
2840,4.800000000000001,5.000000000000001,95.0,292.5 - 315.0,delfzijl,,,,,,,,,
2841,4.600000000000001,4.800000000000002,46.0,292.5 - 315.0,delfzijl,,,,,,,,,
2842,1.0,1.2,22.0,292.5 - 315.0,delfzijl,,,,,,,,,
2843,-1.0,-0.8,5.0,292.5 - 315.0,delfzijl,,,,,,,,,
2844,4.4,4.6000000000000005,41.0,292.5 - 315.0,delfzijl,,,,,,,,,
2845,5.600000000000001,5.800000000000002,7.0,292.5 - 315.0,delfzijl,,,,,,,,,
2846,-3.1999999999999997,-2.9999999999999996,4.0,292.5 - 315.0,delfzijl,,,,,,,,,
2847,-4.0,-3.8,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2848,-3.5999999999999996,-3.3999999999999995,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2849,-1.1999999999999993,-0.9999999999999993,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2850,-2.5999999999999996,-2.3999999999999995,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2851,-3.0,-2.8,8.0,292.5 - 315.0,delfzijl,,,,,,,,,
2852,-2.4,-2.1999999999999997,4.0,292.5 - 315.0,delfzijl,,,,,,,,,
2853,-1.5999999999999996,-1.3999999999999997,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2854,-4.6,-4.3999999999999995,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2855,-3.8,-3.5999999999999996,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2856,0.8000000000000007,1.0000000000000007,4.0,292.5 - 315.0,delfzijl,,,,,,,,,
2857,-5.2,-5.0,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2858,5.800000000000001,6.000000000000001,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2859,0.40000000000000036,0.6000000000000003,3.0,292.5 - 315.0,delfzijl,,,,,,,,,
2860,-3.4,-3.1999999999999997,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2861,-5.8,-5.6,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2862,-1.3999999999999995,-1.1999999999999995,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2863,-4.2,-4.0,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2864,-2.0,-1.8,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2865,-2.8,-2.5999999999999996,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2866,-5.6,-5.3999999999999995,3.0,292.5 - 315.0,delfzijl,,,,,,,,,
2867,-5.0,-4.8,2.0,292.5 - 315.0,delfzijl,,,,,,,,,
2868,-5.4,-5.2,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2869,-0.7999999999999998,-0.5999999999999999,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2870,-2.1999999999999997,-1.9999999999999998,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2871,0.6000000000000005,0.8000000000000005,1.0,292.5 - 315.0,delfzijl,,,,,,,,,
2872,,,,292.5 - 315.0,delfzijl,1.0,2.0,594.0,,,,,,
2873,,,,292.5 - 315.0,delfzijl,2.0,3.0,523.0,,,,,,
2874,,,,292.5 - 315.0,delfzijl,3.0,4.0,438.0,,,,,,
2875,,,,292.5 - 315.0,delfzijl,-8.0,-7.0,17.0,,,,,,
2876,,,,292.5 - 315.0,delfzijl,-5.0,-4.0,79.0,,,,,,
2877,,,,292.5 - 315.0,delfzijl,4.0,5.0,379.0,,,,,,
2878,,,,292.5 - 315.0,delfzijl,7.0,8.0,175.0,,,,,,
2879,,,,292.5 - 315.0,delfzijl,-1.0,0.0,381.0,,,,,,
2880,,,,292.5 - 315.0,delfzijl,0.0,1.0,505.0,,,,,,
2881,,,,292.5 - 315.0,delfzijl,10.0,11.0,72.0,,,,,,
2882,,,,292.5 - 315.0,delfzijl,8.0,9.0,136.0,,,,,,
2883,,,,292.5 - 315.0,delfzijl,-20.0,-19.0,9.0,,,,,,
2884,,,,292.5 - 315.0,delfzijl,-6.0,-5.0,39.0,,,,,,
2885,,,,292.5 - 315.0,delfzijl,5.0,6.0,290.0,,,,,,
2886,,,,292.5 - 315.0,delfzijl,-3.0,-2.0,183.0,,,,,,
2887,,,,292.5 - 315.0,delfzijl,-2.0,-1.0,265.0,,,,,,
2888,,,,292.5 - 315.0,delfzijl,-24.0,-23.0,22.0,,,,,,
2889,,,,292.5 - 315.0,delfzijl,6.0,7.0,234.0,,,,,,
2890,,,,292.5 - 315.0,delfzijl,-11.0,-10.0,16.0,,,,,,
2891,,,,292.5 - 315.0,delfzijl,-21.0,-20.0,5.0,,,,,,
2892,,,,292.5 - 315.0,delfzijl,12.0,13.0,26.0,,,,,,
2893,,,,292.5 - 315.0,delfzijl,-18.0,-17.0,14.0,,,,,,
2894,,,,292.5 - 315.0,delfzijl,13.0,14.0,16.0,,,,,,
2895,,,,292.5 - 315.0,delfzijl,19.0,20.0,3.0,,,,,,
2896,,,,292.5 - 315.0,delfzijl,-4.0,-3.0,113.0,,,,,,
2897,,,,292.5 - 315.0,delfzijl,-7.0,-6.0,37.0,,,,,,
2898,,,,292.5 - 315.0,delfzijl,9.0,10.0,125.0,,,,,,
2899,,,,292.5 - 315.0,delfzijl,-10.0,-9.0,9.0,,,,,,
2900,,,,292.5 - 315.0,delfzijl,-12.0,-11.0,18.0,,,,,,
2901,,,,292.5 - 315.0,delfzijl,11.0,12.0,52.0,,,,,,
2902,,,,292.5 - 315.0,delfzijl,-17.0,-16.0,11.0,,,,,,
2903,,,,292.5 - 315.0,delfzijl,-9.0,-8.0,15.0,,,,,,
2904,,,,292.5 - 315.0,delfzijl,-15.0,-14.0,11.0,,,,,,
2905,,,,292.5 - 315.0,delfzijl,-14.0,-13.0,13.0,,,,,,
2906,,,,292.5 - 315.0,delfzijl,18.0,19.0,8.0,,,,,,
2907,,,,292.5 - 315.0,delfzijl,-16.0,-15.0,14.0,,,,,,
2908,,,,292.5 - 315.0,delfzijl,14.0,15.0,7.0,,,,,,
2909,,,,292.5 - 315.0,delfzijl,17.0,18.0,5.0,,,,,,
2910,,,,292.5 - 315.0,delfzijl,16.0,17.0,3.0,,,,,,
2911,,,,292.5 - 315.0,delfzijl,-19.0,-18.0,8.0,,,,,,
2912,,,,292.5 - 315.0,delfzijl,-22.0,-21.0,10.0,,,,,,
2913,,,,292.5 - 315.0,delfzijl,-23.0,-22.0,9.0,,,,,,
2914,,,,292.5 - 315.0,delfzijl,20.0,21.0,1.0,,,,,,
2915,,,,292.5 - 315.0,delfzijl,15.0,16.0,7.0,,,,,,
2916,,,,292.5 - 315.0,delfzijl,23.0,24.0,2.0,,,,,,
2917,,,,292.5 - 315.0,delfzijl,-13.0,-12.0,12.0,,,,,,
2918,,,,292.5 - 315.0,delfzijl,21.0,22.0,5.0,,,,,,
2919,,,,292.5 - 315.0,delfzijl,22.0,23.0,1.0,,,,,,
2920,,,,292.5 - 315.0,delfzijl,,,,36.0,37.0,139.0,,,
2921,,,,292.5 - 315.0,delfzijl,,,,47.0,48.0,67.0,,,
2922,,,,292.5 - 315.0,delfzijl,,,,14.0,15.0,81.0,,,
2923,,,,292.5 - 315.0,delfzijl,,,,15.0,16.0,95.0,,,
2924,,,,292.5 - 315.0,delfzijl,,,,28.0,29.0,136.0,,,
2925,,,,292.5 - 315.0,delfzijl,,,,23.0,24.0,142.0,,,
2926,,,,292.5 - 315.0,delfzijl,,,,37.0,38.0,133.0,,,
2927,,,,292.5 - 315.0,delfzijl,,,,16.0,17.0,110.0,,,
2928,,,,292.5 - 315.0,delfzijl,,,,45.0,46.0,77.0,,,
2929,,,,292.5 - 315.0,delfzijl,,,,21.0,22.0,137.0,,,
2930,,,,292.5 - 315.0,delfzijl,,,,22.0,23.0,150.0,,,
2931,,,,292.5 - 315.0,delfzijl,,,,34.0,35.0,145.0,,,
2932,,,,292.5 - 315.0,delfzijl,,,,33.0,34.0,153.0,,,
2933,,,,292.5 - 315.0,delfzijl,,,,24.0,25.0,122.0,,,
2934,,,,292.5 - 315.0,delfzijl,,,,19.0,20.0,112.0,,,
2935,,,,292.5 - 315.0,delfzijl,,,,42.0,43.0,97.0,,,
2936,,,,292.5 - 315.0,delfzijl,,,,35.0,36.0,116.0,,,
2937,,,,292.5 - 315.0,delfzijl,,,,40.0,41.0,118.0,,,
2938,,,,292.5 - 315.0,delfzijl,,,,43.0,44.0,110.0,,,
2939,,,,292.5 - 315.0,delfzijl,,,,7.0,8.0,11.0,,,
2940,,,,292.5 - 315.0,delfzijl,,,,13.0,14.0,90.0,,,
2941,,,,292.5 - 315.0,delfzijl,,,,20.0,21.0,128.0,,,
2942,,,,292.5 - 315.0,delfzijl,,,,26.0,27.0,147.0,,,
2943,,,,292.5 - 315.0,delfzijl,,,,25.0,26.0,146.0,,,
2944,,,,292.5 - 315.0,delfzijl,,,,41.0,42.0,113.0,,,
2945,,,,292.5 - 315.0,delfzijl,,,,32.0,33.0,147.0,,,
2946,,,,292.5 - 315.0,delfzijl,,,,56.0,57.0,12.0,,,
2947,,,,292.5 - 315.0,delfzijl,,,,48.0,49.0,64.0,,,
2948,,,,292.5 - 315.0,delfzijl,,,,44.0,45.0,96.0,,,
2949,,,,292.5 - 315.0,delfzijl,,,,17.0,18.0,95.0,,,
2950,,,,292.5 - 315.0,delfzijl,,,,9.0,10.0,46.0,,,
2951,,,,292.5 - 315.0,delfzijl,,,,38.0,39.0,107.0,,,
2952,,,,292.5 - 315.0,delfzijl,,,,12.0,13.0,76.0,,,
2953,,,,292.5 - 315.0,delfzijl,,,,27.0,28.0,122.0,,,
2954,,,,292.5 - 315.0,delfzijl,,,,54.0,55.0,30.0,,,
2955,,,,292.5 - 315.0,delfzijl,,,,51.0,52.0,47.0,,,
2956,,,,292.5 - 315.0,delfzijl,,,,31.0,32.0,150.0,,,
2957,,,,292.5 - 315.0,delfzijl,,,,30.0,31.0,137.0,,,
2958,,,,292.5 - 315.0,delfzijl,,,,10.0,11.0,55.0,,,
2959,,,,292.5 - 315.0,delfzijl,,,,39.0,40.0,125.0,,,
2960,,,,292.5 - 315.0,delfzijl,,,,59.0,60.0,14.0,,,
2961,,,,292.5 - 315.0,delfzijl,,,,46.0,47.0,70.0,,,
2962,,,,292.5 - 315.0,delfzijl,,,,8.0,9.0,36.0,,,
2963,,,,292.5 - 315.0,delfzijl,,,,29.0,30.0,158.0,,,
2964,,,,292.5 - 315.0,delfzijl,,,,18.0,19.0,110.0,,,
2965,,,,292.5 - 315.0,delfzijl,,,,52.0,53.0,42.0,,,
2966,,,,292.5 - 315.0,delfzijl,,,,11.0,12.0,68.0,,,
2967,,,,292.5 - 315.0,delfzijl,,,,58.0,59.0,15.0,,,
2968,,,,292.5 - 315.0,delfzijl,,,,55.0,56.0,26.0,,,
2969,,,,292.5 - 315.0,delfzijl,,,,53.0,54.0,35.0,,,
2970,,,,292.5 - 315.0,delfzijl,,,,49.0,50.0,58.0,,,
2971,,,,292.5 - 315.0,delfzijl,,,,50.0,51.0,44.0,,,
2972,,,,292.5 - 315.0,delfzijl,,,,57.0,58.0,15.0,,,
2973,,,,292.5 - 315.0,delfzijl,,,,6.0,7.0,6.0,,,
2974,,,,292.5 - 315.0,delfzijl,,,,,,,6.0,7.0,436.0
2975,,,,292.5 - 315.0,delfzijl,,,,,,,4.0,5.0,791.0
2976,,,,292.5 - 315.0,delfzijl,,,,,,,5.0,6.0,1128.0
2977,,,,292.5 - 315.0,delfzijl,,,,,,,13.0,14.0,158.0
2978,,,,292.5 - 315.0,delfzijl,,,,,,,15.0,16.0,95.0
2979,,,,292.5 - 315.0,delfzijl,,,,,,,10.0,11.0,376.0
2980,,,,292.5 - 315.0,delfzijl,,,,,,,9.0,10.0,434.0
2981,,,,292.5 - 315.0,delfzijl,,,,,,,8.0,9.0,393.0
2982,,,,292.5 - 315.0,delfzijl,,,,,,,12.0,13.0,214.0
2983,,,,292.5 - 315.0,delfzijl,,,,,,,14.0,15.0,121.0
2984,,,,292.5 - 315.0,delfzijl,,,,,,,16.0,17.0,72.0
2985,,,,292.5 - 315.0,delfzijl,,,,,,,11.0,12.0,244.0
2986,,,,292.5 - 315.0,delfzijl,,,,,,,7.0,8.0,272.0
2987,,,,292.5 - 315.0,delfzijl,,,,,,,20.0,21.0,14.0
2988,,,,292.5 - 315.0,delfzijl,,,,,,,18.0,19.0,22.0
2989,,,,292.5 - 315.0,delfzijl,,,,,,,3.0,4.0,33.0
2990,,,,292.5 - 315.0,delfzijl,,,,,,,21.0,22.0,10.0
2991,,,,292.5 - 315.0,delfzijl,,,,,,,19.0,20.0,24.0
2992,,,,292.5 - 315.0,delfzijl,,,,,,,17.0,18.0,37.0
2993,,,,292.5 - 315.0,delfzijl,,,,,,,23.0,24.0,13.0
2994,,,,292.5 - 315.0,delfzijl,,,,,,,22.0,23.0,9.0
2995,,,,292.5 - 315.0,delfzijl,,,,,,,26.0,27.0,3.0
2996,,,,292.5 - 315.0,delfzijl,,,,,,,33.0,34.0,2.0
2997,,,,292.5 - 315.0,delfzijl,,,,,,,24.0,25.0,2.0
2998,,,,292.5 - 315.0,delfzijl,,,,,,,29.0,30.0,2.0
2999,,,,292.5 - 315.0,delfzijl,,,,,,,2.0,3.0,4.0
3000,,,,292.5 - 315.0,delfzijl,,,,,,,30.0,31.0,1.0
3001,,,,292.5 - 315.0,delfzijl,,,,,,,25.0,26.0,3.0
3002,,,,292.5 - 315.0,delfzijl,,,,,,,28.0,29.0,3.0
3003,,,,292.5 - 315.0,delfzijl,,,,,,,1.0,2.0,1.0
3004,3.200000000000001,3.4000000000000012,246.0,315.0 - 337.5,delfzijl,,,,,,,,,
3005,3.0,3.2,456.0,315.0 - 337.5,delfzijl,,,,,,,,,
3006,2.8000000000000007,3.000000000000001,150.0,315.0 - 337.5,delfzijl,,,,,,,,,
3007,4.800000000000001,5.000000000000001,64.0,315.0 - 337.5,delfzijl,,,,,,,,,
3008,2.4000000000000004,2.6000000000000005,93.0,315.0 - 337.5,delfzijl,,,,,,,,,
3009,1.8000000000000007,2.000000000000001,317.0,315.0 - 337.5,delfzijl,,,,,,,,,
3010,3.6000000000000014,3.8000000000000016,199.0,315.0 - 337.5,delfzijl,,,,,,,,,
3011,2.0,2.2,419.0,315.0 - 337.5,delfzijl,,,,,,,,,
3012,4.4,4.6000000000000005,27.0,315.0 - 337.5,delfzijl,,,,,,,,,
3013,3.8000000000000007,4.000000000000001,117.0,315.0 - 337.5,delfzijl,,,,,,,,,
3014,2.5999999999999996,2.8,96.0,315.0 - 337.5,delfzijl,,,,,,,,,
3015,1.6000000000000005,1.8000000000000005,220.0,315.0 - 337.5,delfzijl,,,,,,,,,
3016,4.0,4.2,139.0,315.0 - 337.5,delfzijl,,,,,,,,,
3017,3.4000000000000004,3.6000000000000005,175.0,315.0 - 337.5,delfzijl,,,,,,,,,
3018,-5.8,-5.6,2.0,315.0 - 337.5,delfzijl,,,,,,,,,
3019,2.200000000000001,2.4000000000000012,123.0,315.0 - 337.5,delfzijl,,,,,,,,,
3020,1.4000000000000004,1.6000000000000003,108.0,315.0 - 337.5,delfzijl,,,,,,,,,
3021,-5.6,-5.3999999999999995,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3022,4.200000000000001,4.400000000000001,30.0,315.0 - 337.5,delfzijl,,,,,,,,,
3023,-2.0,-1.8,2.0,315.0 - 337.5,delfzijl,,,,,,,,,
3024,-3.4,-3.1999999999999997,2.0,315.0 - 337.5,delfzijl,,,,,,,,,
3025,5.0,5.2,133.0,315.0 - 337.5,delfzijl,,,,,,,,,
3026,5.600000000000001,5.800000000000002,7.0,315.0 - 337.5,delfzijl,,,,,,,,,
3027,5.200000000000001,5.400000000000001,43.0,315.0 - 337.5,delfzijl,,,,,,,,,
3028,4.600000000000001,4.800000000000002,31.0,315.0 - 337.5,delfzijl,,,,,,,,,
3029,1.2000000000000002,1.4000000000000001,28.0,315.0 - 337.5,delfzijl,,,,,,,,,
3030,-2.1999999999999997,-1.9999999999999998,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3031,5.4,5.6000000000000005,23.0,315.0 - 337.5,delfzijl,,,,,,,,,
3032,1.0,1.2,20.0,315.0 - 337.5,delfzijl,,,,,,,,,
3033,-2.5999999999999996,-2.3999999999999995,2.0,315.0 - 337.5,delfzijl,,,,,,,,,
3034,-1.7999999999999998,-1.5999999999999999,2.0,315.0 - 337.5,delfzijl,,,,,,,,,
3035,5.800000000000001,6.000000000000001,7.0,315.0 - 337.5,delfzijl,,,,,,,,,
3036,-3.5999999999999996,-3.3999999999999995,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3037,-1.0,-0.8,2.0,315.0 - 337.5,delfzijl,,,,,,,,,
3038,0.20000000000000018,0.4000000000000002,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3039,-2.8,-2.5999999999999996,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3040,-0.7999999999999998,-0.5999999999999999,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3041,-2.4,-2.1999999999999997,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3042,-3.0,-2.8,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3043,-4.0,-3.8,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3044,-1.1999999999999993,-0.9999999999999993,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3045,-0.5999999999999996,-0.39999999999999963,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3046,0.8000000000000007,1.0000000000000007,1.0,315.0 - 337.5,delfzijl,,,,,,,,,
3047,,,,315.0 - 337.5,delfzijl,-5.0,-4.0,74.0,,,,,,
3048,,,,315.0 - 337.5,delfzijl,-24.0,-23.0,25.0,,,,,,
3049,,,,315.0 - 337.5,delfzijl,-1.0,0.0,331.0,,,,,,
3050,,,,315.0 - 337.5,delfzijl,5.0,6.0,133.0,,,,,,
3051,,,,315.0 - 337.5,delfzijl,4.0,5.0,208.0,,,,,,
3052,,,,315.0 - 337.5,delfzijl,-2.0,-1.0,206.0,,,,,,
3053,,,,315.0 - 337.5,delfzijl,0.0,1.0,412.0,,,,,,
3054,,,,315.0 - 337.5,delfzijl,1.0,2.0,389.0,,,,,,
3055,,,,315.0 - 337.5,delfzijl,3.0,4.0,254.0,,,,,,
3056,,,,315.0 - 337.5,delfzijl,2.0,3.0,323.0,,,,,,
3057,,,,315.0 - 337.5,delfzijl,12.0,13.0,4.0,,,,,,
3058,,,,315.0 - 337.5,delfzijl,9.0,10.0,38.0,,,,,,
3059,,,,315.0 - 337.5,delfzijl,10.0,11.0,23.0,,,,,,
3060,,,,315.0 - 337.5,delfzijl,-4.0,-3.0,111.0,,,,,,
3061,,,,315.0 - 337.5,delfzijl,7.0,8.0,87.0,,,,,,
3062,,,,315.0 - 337.5,delfzijl,-3.0,-2.0,174.0,,,,,,
3063,,,,315.0 - 337.5,delfzijl,-6.0,-5.0,64.0,,,,,,
3064,,,,315.0 - 337.5,delfzijl,-11.0,-10.0,14.0,,,,,,
3065,,,,315.0 - 337.5,delfzijl,8.0,9.0,42.0,,,,,,
3066,,,,315.0 - 337.5,delfzijl,-21.0,-20.0,12.0,,,,,,
3067,,,,315.0 - 337.5,delfzijl,-18.0,-17.0,20.0,,,,,,
3068,,,,315.0 - 337.5,delfzijl,-16.0,-15.0,17.0,,,,,,
3069,,,,315.0 - 337.5,delfzijl,-7.0,-6.0,37.0,,,,,,
3070,,,,315.0 - 337.5,delfzijl,-8.0,-7.0,25.0,,,,,,
3071,,,,315.0 - 337.5,delfzijl,-9.0,-8.0,36.0,,,,,,
3072,,,,315.0 - 337.5,delfzijl,-20.0,-19.0,16.0,,,,,,
3073,,,,315.0 - 337.5,delfzijl,-10.0,-9.0,23.0,,,,,,
3074,,,,315.0 - 337.5,delfzijl,6.0,7.0,99.0,,,,,,
3075,,,,315.0 - 337.5,delfzijl,-22.0,-21.0,8.0,,,,,,
3076,,,,315.0 - 337.5,delfzijl,-23.0,-22.0,7.0,,,,,,
3077,,,,315.0 - 337.5,delfzijl,-13.0,-12.0,21.0,,,,,,
3078,,,,315.0 - 337.5,delfzijl,-12.0,-11.0,20.0,,,,,,
3079,,,,315.0 - 337.5,delfzijl,-14.0,-13.0,13.0,,,,,,
3080,,,,315.0 - 337.5,delfzijl,11.0,12.0,8.0,,,,,,
3081,,,,315.0 - 337.5,delfzijl,-19.0,-18.0,7.0,,,,,,
3082,,,,315.0 - 337.5,delfzijl,-17.0,-16.0,13.0,,,,,,
3083,,,,315.0 - 337.5,delfzijl,-15.0,-14.0,12.0,,,,,,
3084,,,,315.0 - 337.5,delfzijl,16.0,17.0,3.0,,,,,,
3085,,,,315.0 - 337.5,delfzijl,15.0,16.0,3.0,,,,,,
3086,,,,315.0 - 337.5,delfzijl,19.0,20.0,1.0,,,,,,
3087,,,,315.0 - 337.5,delfzijl,23.0,24.0,1.0,,,,,,
3088,,,,315.0 - 337.5,delfzijl,17.0,18.0,1.0,,,,,,
3089,,,,315.0 - 337.5,delfzijl,13.0,14.0,1.0,,,,,,
3090,,,,315.0 - 337.5,delfzijl,,,,29.0,30.0,125.0,,,
3091,,,,315.0 - 337.5,delfzijl,,,,42.0,43.0,58.0,,,
3092,,,,315.0 - 337.5,delfzijl,,,,46.0,47.0,44.0,,,
3093,,,,315.0 - 337.5,delfzijl,,,,35.0,36.0,104.0,,,
3094,,,,315.0 - 337.5,delfzijl,,,,21.0,22.0,88.0,,,
3095,,,,315.0 - 337.5,delfzijl,,,,26.0,27.0,108.0,,,
3096,,,,315.0 - 337.5,delfzijl,,,,15.0,16.0,67.0,,,
3097,,,,315.0 - 337.5,delfzijl,,,,30.0,31.0,114.0,,,
3098,,,,315.0 - 337.5,delfzijl,,,,57.0,58.0,11.0,,,
3099,,,,315.0 - 337.5,delfzijl,,,,33.0,34.0,105.0,,,
3100,,,,315.0 - 337.5,delfzijl,,,,39.0,40.0,65.0,,,
3101,,,,315.0 - 337.5,delfzijl,,,,10.0,11.0,36.0,,,
3102,,,,315.0 - 337.5,delfzijl,,,,31.0,32.0,98.0,,,
3103,,,,315.0 - 337.5,delfzijl,,,,20.0,21.0,116.0,,,
3104,,,,315.0 - 337.5,delfzijl,,,,16.0,17.0,78.0,,,
3105,,,,315.0 - 337.5,delfzijl,,,,11.0,12.0,50.0,,,
3106,,,,315.0 - 337.5,delfzijl,,,,40.0,41.0,67.0,,,
3107,,,,315.0 - 337.5,delfzijl,,,,41.0,42.0,68.0,,,
3108,,,,315.0 - 337.5,delfzijl,,,,19.0,20.0,83.0,,,
3109,,,,315.0 - 337.5,delfzijl,,,,28.0,29.0,99.0,,,
3110,,,,315.0 - 337.5,delfzijl,,,,54.0,55.0,7.0,,,
3111,,,,315.0 - 337.5,delfzijl,,,,22.0,23.0,102.0,,,
3112,,,,315.0 - 337.5,delfzijl,,,,45.0,46.0,44.0,,,
3113,,,,315.0 - 337.5,delfzijl,,,,6.0,7.0,7.0,,,
3114,,,,315.0 - 337.5,delfzijl,,,,48.0,49.0,30.0,,,
3115,,,,315.0 - 337.5,delfzijl,,,,27.0,28.0,116.0,,,
3116,,,,315.0 - 337.5,delfzijl,,,,8.0,9.0,26.0,,,
3117,,,,315.0 - 337.5,delfzijl,,,,25.0,26.0,96.0,,,
3118,,,,315.0 - 337.5,delfzijl,,,,24.0,25.0,97.0,,,
3119,,,,315.0 - 337.5,delfzijl,,,,53.0,54.0,22.0,,,
3120,,,,315.0 - 337.5,delfzijl,,,,38.0,39.0,83.0,,,
3121,,,,315.0 - 337.5,delfzijl,,,,52.0,53.0,26.0,,,
3122,,,,315.0 - 337.5,delfzijl,,,,34.0,35.0,85.0,,,
3123,,,,315.0 - 337.5,delfzijl,,,,36.0,37.0,92.0,,,
3124,,,,315.0 - 337.5,delfzijl,,,,32.0,33.0,96.0,,,
3125,,,,315.0 - 337.5,delfzijl,,,,14.0,15.0,77.0,,,
3126,,,,315.0 - 337.5,delfzijl,,,,37.0,38.0,76.0,,,
3127,,,,315.0 - 337.5,delfzijl,,,,51.0,52.0,28.0,,,
3128,,,,315.0 - 337.5,delfzijl,,,,23.0,24.0,85.0,,,
3129,,,,315.0 - 337.5,delfzijl,,,,13.0,14.0,53.0,,,
3130,,,,315.0 - 337.5,delfzijl,,,,43.0,44.0,49.0,,,
3131,,,,315.0 - 337.5,delfzijl,,,,18.0,19.0,65.0,,,
3132,,,,315.0 - 337.5,delfzijl,,,,12.0,13.0,51.0,,,
3133,,,,315.0 - 337.5,delfzijl,,,,44.0,45.0,50.0,,,
3134,,,,315.0 - 337.5,delfzijl,,,,9.0,10.0,30.0,,,
3135,,,,315.0 - 337.5,delfzijl,,,,58.0,59.0,9.0,,,
3136,,,,315.0 - 337.5,delfzijl,,,,17.0,18.0,71.0,,,
3137,,,,315.0 - 337.5,delfzijl,,,,59.0,60.0,9.0,,,
3138,,,,315.0 - 337.5,delfzijl,,,,49.0,50.0,34.0,,,
3139,,,,315.0 - 337.5,delfzijl,,,,50.0,51.0,25.0,,,
